"LVIV Jul-Oct 2020 GeoMag (Bx). Smooth Spline Int."
Time        Bx
234.549443430619        19863.4078822138         
234.550862509059        19863.2759976874         
234.5522815875          19863.2702400935         
234.55370066594         19863.3269230015         
234.555119744381        19863.4158241506         
234.556538822821        19863.5904495634         
234.557957901262        19863.8445459786         
234.559376979702        19864.0894580553         
234.560796058143        19864.2665455302         
234.562215136584        19864.3730848045         
234.563634215024        19864.4380915502         
234.565053293465        19864.4604607836         
234.566472371905        19864.4125206216         
234.567891450346        19864.3193004746         
234.569310528786        19864.2287800165         
234.570729607227        19864.1931561549         
234.572148685667        19864.2690877333         
234.573567764108        19864.4696571353         
234.574986842548        19864.7398742717         
234.576405920989        19864.9704015885         
234.577824999429        19865.031849344          
234.57924407787         19864.8461044112         
234.58066315631         19864.4436219988         
234.582082234751        19863.9355273191         
234.583501313191        19863.4939172423         
234.584920391632        19863.3235893188         
234.586339470072        19863.4910717942         
234.587758548513        19863.9247559929         
234.589177626954        19864.4487918386         
234.590596705394        19864.8972547371         
234.592015783835        19865.1517684362         
234.593434862275        19865.1802008148         
234.594853940716        19865.0487909397         
234.596273019156        19864.8868816689         
234.597692097597        19864.7677943961         
234.599111176037        19864.6836994747         
234.600530254478        19864.66132248           
234.601949332918        19864.7098341877         
234.603368411359        19864.7751680186         
234.604787489799        19864.8161885016         
234.60620656824         19864.8459550899         
234.60762564668         19864.8720170641         
234.609044725121        19864.9089977085         
234.610463803561        19864.939406665          
234.611882882002        19864.9387486707         
234.613301960443        19864.8854171297         
234.614721038883        19864.7912427294         
234.616140117324        19864.7085070901         
234.617559195764        19864.665067062          
234.618978274205        19864.6459021228         
234.620397352645        19864.6008979264         
234.621816431086        19864.475325584          
234.623235509526        19864.2442408862         
234.624654587967        19863.9155725054         
234.626073666407        19863.4984007918         
234.627492744848        19862.9951964127         
234.628911823288        19862.4359406819         
234.630330901729        19861.8465609734         
234.631749980169        19861.2239097439         
234.63316905861         19860.6377488611         
234.63458813705         19860.1929825479         
234.636007215491        19859.9464656872         
234.637426293932        19859.8945059989         
234.638845372372        19859.9735152266         
234.640264450813        19860.1076939615         
234.641683529253        19860.2317596609         
234.643102607694        19860.3096294489         
234.644521686134        19860.3917510814         
234.645940764575        19860.5360411538         
234.647359843015        19860.739511423          
234.648778921456        19860.889469218          
234.650197999896        19860.8625267176         
234.651617078337        19860.6719877669         
234.653036156777        19860.4198612162         
234.654455235218        19860.1824744963         
234.655874313658        19859.9917593266         
234.657293392099        19859.8970824434         
234.658712470539        19859.9501442143         
234.66013154898         19860.1009421175         
234.66155062742         19860.2660561265         
234.662969705861        19860.3674712726         
234.664388784302        19860.2983202082         
234.665807862742        19860.0088201076         
234.667226941183        19859.5360677093         
234.668646019623        19859.0100157405         
234.670065098064        19858.6257208446         
234.671484176504        19858.4622280096         
234.672903254945        19858.447223412          
234.674322333385        19858.4670151967         
234.675741411826        19858.4368646345         
234.677160490266        19858.3313950511         
234.678579568707        19858.1506713221         
234.679998647147        19857.8703224175         
234.681417725588        19857.4793894552         
234.682836804028        19857.0437211339         
234.684255882469        19856.7004158199         
234.685674960909        19856.6251445731         
234.68709403935         19856.9154418203         
234.68851311779         19857.5192927207         
234.689932196231        19858.2691103304         
234.691351274672        19858.9307675516         
234.692770353112        19859.373069423          
234.694189431553        19859.5355434335         
234.695608509993        19859.4173427531         
234.697027588434        19859.073887195          
234.698446666874        19858.577916816          
234.699865745315        19857.9838730762         
234.701284823755        19857.341571458          
234.702703902196        19856.7229443449         
234.704122980636        19856.2107005158         
234.705542059077        19855.8595446515         
234.706961137517        19855.7043636242         
234.708380215958        19855.6909174351         
234.709799294398        19855.6738951113         
234.711218372839        19855.5564392674         
234.712637451279        19855.3514871126         
234.71405652972         19855.1317203169         
234.715475608161        19854.9654993669         
234.716894686601        19854.9349027028         
234.718313765042        19855.0895540384         
234.719732843482        19855.4240878351         
234.721151921923        19855.9295683479         
234.722571000363        19856.5778478026         
234.723990078804        19857.3588075858         
234.725409157244        19858.2581574392         
234.726828235685        19859.1838023464         
234.728247314125        19860.0034879093         
234.729666392566        19860.5572021018         
234.731085471006        19860.7677876119         
234.732504549447        19860.6736587435         
234.733923627887        19860.3916848064         
234.735342706328        19860.0649655449         
234.736761784768        19859.818474476          
234.738180863209        19859.7295855179         
234.73959994165         19859.8361683607         
